17.03465497	CH4
28.02235974	C2H2
29.01128877	CHN
30.0380098	C2H4
31.01391952	CH2O
33.02956959	CH4O
33.0425889	CH5N
35.02523313	CH3F
45.00620339	CHNO
45.0192227	CH2N2
45.05701471	C3H6
46.03292443	C2H4O
46.04594373	C2H5N
47.00883415	CH2O2
47.02185345	CH3NO
48.04857449	C2H6O
48.0615938	C2H7N
49.00672566	CH4S
57.0206292	C3H2O
57.03364851	C3H3N
59.03627926	C3H4O
60.01218898	C2H2O2
60.98335946	CHNS
61.02001402	C2H3O2
61.05192933	C3H6O
61.06494864	C3H7N
62.02783905	C2H4O2
62.04085836	C2H5NO
63.00374877	CH2O3
63.01676808	CH3NO2
63.02978739	CH4N2O
63.06757939	C3H8O
63.0805987	C3H9N
63.99903748	C2H3Cl
64.02573056	C2H6S
64.04348911	C2H6O2
64.05650842	C2H7NO
64.06952773	C2H8N2
72.0396341	C4H4O
73.01554382	C3H2O2
73.04158244	C3H4N2
74.05528417	C4H6O
74.06830347	C4H7N
75.03119389	C3H4O2
75.04421319	C3H5NO
75.0572325	C3H6N2
76.00710361	C2H2O3
76.07093423	C4H8O
76.08395354	C4H9N
77.04684395	C3H6O2
77.05986326	C3H7NO
78.00499512	C2H4OS
78.02275367	C2H4O3
78.03577298	C2H5NO2
78.04879229	C2H6N2O
78.0618116	C2H7N3
78.08658429	C4H10O
78.0996036	C4H11N
79.00694345	CH4N2S
79.02470201	CH4N2O2
79.03772132	CH5N3O
79.04473546	C3H8S
79.06249401	C3H8O2
79.07551332	C3H9NO
79.08853263	C3H10N2
79.9939521	C2H3ClO
80.01841722	C2H3FO2
80.02064518	C2H6OS
80.03366449	C2H7NS
80.03577909	C6H2
82.00960217	C2H5ClO
83.05925419	C6H5
84.06707922	C6H6
84.95671032	CH2Cl2
84.98569341	CHNaO3
85.05600825	C5H5N
86.04493728	C4H4N2
88.03454872	C4H4O2
88.06058734	C4H6N2
89.03649706	C3H4N2O
89.04951637	C3H5N3
89.07428907	C5H8O
89.08730838	C5H9N
90.0384454	C2H4N4
90.05019879	C4H6O2
90.0632181	C4H7NO
90.11402941	C6H12
91.02610851	C3H4O3
91.03912782	C3H5NO2
91.08993913	C5H10O
91.10295844	C5H11N
92.00201823	C2H2O4
92.01503754	C2H3NO3
92.06584885	C4H8O2
92.07886816	C4H9NO
92.09188747	C4H10N2
92.12967948	C6H14
92.99730694	C3H3ClO
93.02400002	C3H6OS
93.04175857	C3H6O3
93.05477788	C3H7NO2
93.06779719	C3H8N2O
93.1055892	C5H12O
93.1186085	C5H13N
